Year,Sem,Division,Instructor,LoginID,Dept,Num,CourseName,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2020,Summer,Heinz College,"LABASH, STEFAN",clabash,ISM,95718,PROFESSIONAL SPEAKNG,7.14,4.29,4,3.71,4.43,4.14,4.14,4.43,4.14,4
2020,Spring,Heinz College,"LAGANA, GREGORY",glagana,PROJECT,90739,SYSTMS SYNTHESIS I,11,5,5,5,5,5,5,5,5,5
2020,Spring,Heinz College,"LALARUKH, FAIZ",flalaruk,PROJECT,90739,SYSTMS SYNTHESIS I,2,5,4,4,5,4,4,5,4,4
2020,Summer,Heinz College,"LASSMAN, DAVID",dlassman,HC,94700,ORGNZTNL DSGN & IMPL,9.5,5,4.7,4.9,4.5,4.7,5,5,4.9,4.7
2020,Fall,Heinz College,"LASSMAN, DAVID",dlassman,HC,94700,ORGNZTNL DSGN & IMPL,8.62,4.83,4.66,4.6,4.35,4.78,4.66,4.8,4.69,4.52
2020,Spring,Heinz College,"LASSMAN, DAVID",dlassman,HC,94854,DEV AS A LEADER,6.77,4.77,4.73,4.68,4.77,4.91,4.68,4.95,4.82,4.77
2020,Spring,Heinz College,"LASSMAN, DAVID",dlassman,PPP,90867,LEADERSHIP,5.55,4.82,4.73,4.55,4.09,4.64,4.55,4.82,4.55,4.36
2020,Spring,Heinz College,"LASSMAN, DAVID",dlassman,PROJECT,90739,SYSTMS SYNTHESIS I,10.25,4.25,4.5,4.5,4.5,4.25,4,4.75,4.5,4
2020,Spring,Heinz College,"LAWSON, DENISE",denisel,PROJECT,90739,SYSTMS SYNTHESIS I,11,5,5,5,5,5,5,5,5,5
2020,Spring,Heinz College,"LEWGOOD, ANNA",alewgood,PROJECT,93890,CPSTN MNGMNT PRJ II,5,5,5,5,5,5,5,5,5,5
2020,Fall,Heinz College,"LI, BEIBEI",beibeili,HC,94832,BUSN INTLG DTA MNG,9.45,4.58,4.55,4.63,4.39,4.74,4.38,4.84,4.43,4.34
2020,Spring,Heinz College,"LI, BEIBEI",beibeili,HC,94832,BUSN INTLG DTA MNG,10.39,4.67,4.44,4.44,4.17,4.67,4.33,4.78,4.44,4.39
2020,Spring,Heinz College,"LI, BEIBEI",beibeili,ISM,95866,ADV BUSINESS ANALYTC,8.44,4.38,4.32,4.21,4.12,4.29,4.09,4.48,4.12,4.03
2020,Spring,Heinz College,"LI, BEIBEI",beibeili,PROJECT,94739,CAPSTONE PROJECT,11,4,3.5,3.5,3.25,4.25,3.5,4.75,3.75,3.75
2020,Spring,Heinz College,"LI, BEIBEI",beibeili,PROJECT,95720,INFO SYSTEMS PROJECT,12.2,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
2020,Spring,Heinz College,"LIBERT, TIMOTHY",tlibert,ISM,95862,CURNT TPC PRVY SEMR,2,4,4.5,4.25,4,5,4.75,5,4.25,4.75
2020,Spring,Heinz College,"LIGHTMAN, ARI",aligh,HC,94823,MEASURING SOCIAL,8,4.65,4,4.04,4.12,4.5,3.96,4.85,4.12,4.23
2020,Spring,Heinz College,"LIGHTMAN, ARI",aligh,ISM,95722,DIGITAL TRANSFORMATN,7.75,4.44,4.37,4.32,4.19,4.38,4.26,4.67,4.29,4.18
2020,Spring,Heinz College,"LIM, TIONG",tklim,ISM,95710,ECONOMIC ANALYSIS,10.5,4.22,3.69,3.69,4.12,3.88,3.66,4.26,3.81,3.72
2020,Fall,Heinz College,"LIM, TIONG",tklim,ISM,95710,ECONOMIC ANALYSIS,9.34,4.81,4.69,4.66,4.56,4.72,4.59,4.84,4.56,4.53
2020,Spring,Heinz College,"LIM, TIONG",tklim,ISM,95715,FINANCIAL ACCOUNTING,12.59,4.09,3.44,3.65,3.94,3.85,3.26,4.24,3.47,3.5
2020,Fall,Heinz College,"LIM, TIONG",tklim,ISM,95715,FINANCIAL ACCOUNTING,10.57,5,4.87,5,4.93,5,4.93,5,5,4.8
2020,Spring,Heinz College,"LIM, TIONG",tklim,ISM,95716,PRINCIPLS OF FINANCE,9.97,4,3.57,3.59,3.84,3.64,3.38,4.16,3.43,3.43
2020,Summer,Heinz College,"LIM, TIONG",tklim,PMP,91855,FINANCIAL MANAGEMENT,9.5,5,5,5,5,5,5,5,5,5
2020,Spring,Heinz College,"LIM, TIONG",tklim,PPP,90724,FINANCIAL ANALYSIS,12.11,5,4.89,5,4.78,5,5,5,5,4.89
2020,Summer,Heinz College,"LIM, TIONG",tklim,PPP,90738,APP ECONMC ANALYS II,12.44,4.89,5,5,4.89,4.89,5,5,5,5
2020,Summer,Heinz College,"LIM, TIONG",tklim,PPP,90747,COST BENEFIT ANLYSIS,11.43,5,5,5,5,5,4.86,4.86,5,4.86
2020,Spring,Heinz College,"LIZARONDO-ESPINO, LEAH",llizaron,PPP,90845,SOCIAL INNOV ACELTR,7,4,4,4.33,3.67,3.67,4,4.67,4,4
2020,Spring,Heinz College,"LUKES, DENIS",denisl,PPP,90831,ADV FIN MGT HLTH CRE,5.3,3.55,3.55,3.3,3.2,3.55,3.2,4.25,3.35,2.85
2020,Fall,Heinz College,"MARKHAM, SUSAN",smarkha2,PPP,90871,POLICY & GENDER WKSP,8.75,4.5,4,4,3.75,4,4,4,3.75,4
2020,Spring,Heinz College,"MASON, LOLA",lolam,PMP,91869,CONFLICT RESOLUTION,7.63,4.63,4.75,4.88,4.75,4.75,4.75,4.63,4.75,4.88
2020,Summer,Heinz College,"MASON, LOLA",lolam,PMP,91869,CONFLICT RESOLUTION,6.5,4.5,4.33,4.33,4.33,4.5,4.33,4.5,4.33,4.17
2020,Fall,Heinz College,"MASSARO, HAYLEE",hmassaro,HC,94701,BUSINESS WRITING,8.91,4.91,4.91,4.64,4.82,4.82,4.82,5,4.73,4.73
2020,Fall,Heinz College,"MASSARO, HAYLEE",hmassaro,ISM,95717,WRTG INF SYS MGT,6.69,4.81,4.81,4.94,5,4.88,4.88,5,4.94,4.81
2020,Spring,Heinz College,"MASSARO, HAYLEE",hmassaro,ISM,95717,WRTG INF SYS MGT,6.98,4.84,4.8,4.68,4.77,4.66,4.74,4.81,4.77,4.7
2020,Spring,Heinz College,"MASSARO, HAYLEE",hmassaro,ISM,95718,PROFESSIONAL SPEAKNG,6.8,4.94,4.9,4.86,4.94,4.84,4.88,4.96,4.88,4.76
2020,Spring,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95749,CRYPTOGRAPHY,8.58,4.08,3.85,3.77,3.73,4.08,3.77,4.15,3.69,3.69
2020,Spring,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95758,NETWK & INTERNET SEC,9.26,4.42,4.06,3.95,3.74,4.32,3.95,4.11,3.84,4.05
2020,Fall,Heinz College,"MCCANN, PENNY",pmccann,PPP,90717,WRTNG PUBLIC POLICY,10,4.83,4.78,4.94,4.94,4.83,4.78,4.89,4.61,4.72
2020,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95433,INTERNET OF THINGS,6,5,5,4.67,4.33,5,5,5,5,5
2020,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95702,DIST SYSTEM ISM,13.09,3.9,3.73,3.65,3.79,3.79,3.6,4.26,3.66,3.54
2020,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,9.67,4.56,4.44,4.38,4.22,4.67,4.44,5,4.33,4.44
2020,Summer,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,15.67,3.67,3,3,2.5,3.67,3.33,4.67,3,2.83
2020,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,9.8,4.6,4.6,4.8,4.8,4.8,4.6,5,4.6,4.4
2020,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95771,DATA STRUC & ALGRTHM,11.45,4.68,4.59,4.55,4.38,4.71,4.73,4.82,4.55,4.59
2020,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95788,DEV BLOCKCHN USE CAS,11,4.5,3.5,5,4,4.5,4.5,4.5,4.5,4
2020,Spring,Heinz College,"MCMAHON, JAMES",jmcmaho1,AEM,93826,EXT REL: FUN IND GIV,5.78,4.22,3.78,3.87,3.52,4.26,3.87,4.61,3.74,3.65
2020,Spring,Heinz College,"MEHALIK, MATTHEW",mmehalik,PPP,90789,RESIL & SUSTAIN COMM,12,3.78,3.78,3.67,4.22,4,4,4.44,3.67,3.78
2020,Spring,Heinz College,"MEHALIK, MATTHEW",mmehalik,PPP,90789,RESIL & SUSTAIN COMM,12,3.78,3.78,3.67,4.22,4,4,4.44,3.67,3.78
2020,Fall,Heinz College,"MEHALIK, MATTHEW",mmehalik,PPP,90798,SYS ANA ENVIR POLICY,9.29,4.29,3.29,3.71,3.57,4.14,3,4.57,3.43,3.29
2020,Fall,Heinz College,"MENDELSON, SARAH",smendel2,PPP,90858,HOW IDEAS BECOME POL,8,3,3,3,3.6,3.8,3.2,2.8,3.2,3.2
2020,Spring,Heinz College,"MENDELSON, SARAH",smendel2,PPP,90883,PROM DEM AND HUM RIG,6.71,4.29,4.14,4.43,4.29,4.86,4.29,4,4.29,4.29
2020,Spring,Heinz College,"MEREDITH, THOMAS",tmere,PROJECT,93890,CPSTN MNGMNT PRJ II,8,5,5,5,5,5,5,5,5,5
2020,Spring,Heinz College,"MERTZ, JOSEPH",joemertz,ISM,95702,DIST SYSTEM ISM,13.27,3.75,3.71,3.67,3.69,3.68,3.63,4.33,3.63,3.44
2020,Fall,Heinz College,"MEYER, TOBY",tjmeyer,ISM,95884,NETWORK DEFENSES,8.45,3.95,4,4.1,3.8,4.05,3.8,4.5,3.65,3.95
2020,Spring,Heinz College,"MILLER, RANDAL",rpmiller,AEM,93812,PRES PERF ART & FEST,6.75,3.67,2.92,3.5,3.67,4.25,4,4.83,3.42,3.33
2020,Spring,Heinz College,"MIRIYAGALLA, DANURA",dmiriyag,PPP,90710,APPL ECON ANALYSIS,9.78,4.56,4.56,4.78,4.56,4.78,4.56,4.89,4.67,4.67
2020,Spring,Heinz College,"MOORE, KARYN",km3o,AEM,93732,DB THRY PRC CRTV ENT,9.23,4.68,4.73,4.77,4.5,4.73,4.73,4.86,4.77,4.68
2020,Spring,Heinz College,"MOORE, KARYN",km3o,HC,94774,BUSINESS PROCESS MDL,9.43,4.48,4.52,4.62,4.33,4.48,4.52,4.71,4.43,4.24
2020,Spring,Heinz College,"MOORE, KARYN",km3o,PMP,91729,BUS ANALYTICS MGRS,8,4.77,4.73,4.63,4.33,4.6,4.7,4.8,4.7,4.47
2020,Fall,Heinz College,"MOORE, KARYN",km3o,PPP,90728,INTRO DATABSE MGMNT,9.13,4.77,4.92,4.95,4.5,4.75,4.9,4.88,4.88,4.77
2020,Spring,Heinz College,"MOORE, KARYN",km3o,PPP,90728,INTRO DATABSE MGMNT,11.93,4.29,4.14,4.43,3.71,4.21,4.14,4.43,4.14,3.86
2020,Spring,Heinz College,"MORROW, JENNIFER",ja35,HC,94886,ADV ROBT PROC AUTMN,7.57,5,4.57,4.57,4.57,5,4.57,5,4.71,4.71
2020,Fall,Heinz College,"MOUL, DENNIS",dmoul,ISM,95799,LINUX & OPEN SOURCE,8.55,4.55,4.73,4.64,4.36,4.36,4.36,4.73,4.18,4.18
2020,Spring,Heinz College,"MOUL, DENNIS",dmoul,ISM,95799,LINUX & OPEN SOURCE,7.42,4.32,4.47,4.47,4.05,4.37,4.37,4.63,4.26,4.11
2020,Fall,Heinz College,"MOYA, LINDA",lhmoya,HC,94800,NEGOTIATION,8.35,4.38,4.15,4.38,3.91,4.5,4.38,4.79,4.32,4.35
2020,Spring,Heinz College,"MOZISEK, KORRYN",kmozisek,HC,94848,CITIES: SMART TECH,6.33,3.9,3.6,3.3,3.6,3.3,3.3,4.1,3.4,3.3
2020,Spring,Heinz College,"MURPHY, SANDRA",sandym,HC,94801,ACTING FOR MANGEMNT,6.64,4.95,4.82,4.68,4.86,4.68,4.73,4.91,4.86,4.77
2020,Spring,Heinz College,"MURRAY, THOMAS",tmurray,ISM,95821,PRODCT MNGMNT IN IT,8.47,3.63,3.26,3.32,3.16,3.58,3.05,4.16,3.26,3
2020,Fall,Heinz College,"NAGIN, DANIEL",dn03,ISM,95796,STATS FOR IT MANAGER,8.81,4.06,3.97,4.1,3.71,4.13,4.06,4.65,3.87,3.84
2020,Fall,Heinz College,"NAGIN, DANIEL",dn03,PPP,90777,INTERMEDIATE STATS,11.04,3.28,3.33,3.61,2.76,3.37,2.78,4.2,2.7,2.57
2020,Spring,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,HC,94700,ORGNZTNL DSGN & IMPL,13.67,4.5,4.67,4.5,4.67,4.5,4.17,5,4.17,4.17
2020,Summer,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PPP,90706,PUBLIC FINANCE: TH/C,11.13,5,5,5,5,5,5,5,4.88,4.88
2020,Fall,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PPP,90781,ENV POLICY GOVRN,17.14,5,5,5,5,5,5,5,4.86,5
2020,Spring,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PPP,90802,PUB POL ANALYTICS,9.88,4.88,4.75,4.71,4.57,4.86,4.25,4.88,4.63,4.5
2020,Summer,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PROJECT,90740,SYSTEMS SYNTHESIS,12.75,5,5,5,5,5,5,5,5,5
2020,Spring,Heinz College,"OMEARA, KYLE",komeara,ISM,95889,APP THREAT ANA,10.25,4.38,4.25,4.29,4.25,4.75,4.5,4.75,4.5,4.38
2020,Summer,Heinz College,"OMEARA, KYLE",komeara,ISM,95889,APP THREAT ANA,12,4.14,4.14,4.57,3.71,4.57,3.86,4,4,4
2020,Spring,Heinz College,"OMEARA, KYLE",komeara,PROJECT,95720,INFO SYSTEMS PROJECT,13,5,5,5,5,5,5,5,5,5
2020,Spring,Heinz College,"OSTLUND, JOHN",jostlund,ISM,95778,R FOR DATA SCIENCE,10.17,4.5,4.61,4.61,4.33,4.83,4.72,4.89,4.56,4.56
2020,Spring,Heinz College,"OSTLUND, JOHN",jostlund,ISM,95888,DATA FOCUSED PYTHON,8.8,4.51,4.58,4.63,4.31,4.53,4.62,4.88,4.53,4.44
2020,Fall,Heinz College,"OSTLUND, JOHN",jostlund,ISM,95888,DATA FOCUSED PYTHON,10.42,4.52,4.61,4.64,4.39,4.55,4.6,4.78,4.54,4.36
2020,Fall,Heinz College,"OSTLUND, JOHN",jostlund,PPP,90812,INTRO TO PROGR,8.54,4.5,4.59,4.41,4.13,4.28,4.41,4.61,4.38,4.23
2020,Spring,Heinz College,"PADMAN, REMA",rpadman,HC,94706,HEALTHCARE INF SYSTM,10.38,4.33,3.58,3.67,4,4.29,3.75,4.5,3.92,3.54
2020,Fall,Heinz College,"PASTOR, LYNNE",lp23,ISM,95715,FINANCIAL ACCOUNTING,7.74,4.21,4.24,4.27,4.06,4.27,4.26,4.26,4.03,4.09
2020,Spring,Heinz College,"PASTOR, LYNNE",lp23,ISM,95716,PRINCIPLS OF FINANCE,8.13,3.77,4,3.89,3.57,3.85,3.66,3.81,3.6,3.53
2020,Summer,Heinz College,"PASTOR, LYNNE",lp23,ISM,95719,ACTG & FIN FDNS,7,4,4.33,4.11,4,4.44,4.44,4.22,3.89,3.89
2020,Spring,Heinz College,"PASTOR, LYNNE",lp23,ISM,95719,ACTG & FIN FDNS,7.41,3.73,3.93,3.68,3.32,3.77,3.59,3.45,3.25,3.2
2020,Spring,Heinz College,"POULIN, JEFF",jpoulin,AEM,93804,ARTS IN EDUCATION,6.8,4,4.4,4.4,4.4,4.6,4.4,4.6,4.2,4
2020,Spring,Heinz College,"QIAN, SEAN",zhenq,PROJECT,94739,CAPSTONE PROJECT,9.5,4.33,5,5,5,5,4.5,4.5,4.5,4.5
2020,Spring,Heinz College,"RESNICK, ADAM",aresnick,PMP,91819,OPT RISK MOD MGRS,11.67,3.72,2.89,3.67,3,3.89,3.56,4.5,3.33,3.11
2020,Summer,Heinz College,"RIBEIRO CARDOSO, ANDRE",acardoso,ISM,95710,ECONOMIC ANALYSIS,15.4,3.4,4.2,3.6,3.4,3.2,3.8,4,3.4,3.4
2020,Summer,Heinz College,"RIEL, JAMES",jriel,ISM,95722,DIGITAL TRANSFORMATN,11,3.86,3.43,3.71,4.29,3.71,3.57,4.43,3.71,3.71
2020,Spring,Heinz College,"RIEL, JAMES",jriel,ISM,95722,DIGITAL TRANSFORMATN,10.72,4.78,4.67,4.78,4.44,4.94,4.72,4.89,4.61,4.56
2020,Spring,Heinz College,"RITTNER, TOBIAS",trittner,PPP,90843,UN DEV TOOL SUS DEV,10.08,4.67,4.58,4.75,4.58,4.83,4.75,4.92,4.83,4.75
2020,Spring,Heinz College,"RODOLFA, KIT",krodolfa,HC,94889,ML PUB POLCY LAB,11,4.89,4.78,4.78,4.67,5,4.78,5,4.67,4.56
2020,Spring,Heinz College,"ROMITO, MARK",mromito,PPP,90731,PUB FIN MGT,7.4,4.27,4.13,4.2,3.73,4.47,4.4,4.4,4,4.13
2020,Spring,Heinz College,"ROSENBERG, STACY",stacyr,AEM,93717,WRTG CREAT INDUS,5.71,4,3.94,4.12,3.59,4.06,4,4.29,3.94,3.12
2020,Fall,Heinz College,"ROSENBERG, STACY",stacyr,AEM,93717,WRTG CREAT INDUS,8,4.4,4.07,4.53,4.4,4.53,4.27,4.33,4,4.13
2020,Fall,Heinz College,"ROSENBERG, STACY",stacyr,PPP,90717,WRTNG PUBLIC POLICY,8.25,4.87,4.79,4.92,4.75,4.92,4.75,4.96,4.79,4.75
2020,Spring,Heinz College,"ROSENBERG, STACY",stacyr,PPP,90718,STRTGC PRSNTN SKILLS,7.46,4.74,4.79,4.84,4.82,4.87,4.85,4.79,4.72,4.64
2020,Spring,Heinz College,"ROUSSEAU, DENISE",rousseau,PMP,91809,ORGANIZATNL CHANGE,7.25,4.8,4.5,4.65,4.15,4.7,4.65,4.8,4.7,4.6
2020,Spring,Heinz College,"SADEH, NORMAN",ns1i,ISM,95862,CURNT TPC PRVY SEMR,2,4,4.5,4,3.75,4.75,4.25,5,4.25,4.75
2020,Spring,Heinz College,"SATIANI, SMITA",ssatiani,PPP,90783,POL INV LAB: CLIMATE,9.64,4.91,4.82,4.73,4.82,4.91,4.82,4.91,4.9,4.91
2020,Spring,Heinz College,"SEN, ANANYA",ananyase,ISM,95723,MANG DISRUPT TECH,5.63,4.14,3.85,3.83,3.72,3.86,3.8,4.33,3.73,3.53
2020,Fall,Heinz College,"SERMONS, M",msermons,PPP,90872,USING R POL DATA ANA,6.71,4.71,4.57,4.57,4.29,4.43,4.43,5,4.29,4.14
2020,Fall,Heinz College,"SEVERNINI, EDSON",edsons,HC,94834,APPL ECONOMETRICS I,10.68,4.47,4.26,4.16,3.58,4.58,4,4.68,4,3.95
2020,Spring,Heinz College,"SEVERNINI, EDSON",edsons,PROJECT,90739,SYSTMS SYNTHESIS I,12.8,4.6,4.8,4.6,5,4.8,4.8,5,4.8,4.4
2020,Spring,Heinz College,"SHEKHAR, Shubhranshu",shubhras,ISM,95828,MACH LRN PROB SOLV,10.14,3.67,3.65,3.78,3.55,3.78,3.58,4.22,3.4,3.49
2020,Spring,Heinz College,"SIMKO, MICHAEL",msimko2,HC,94842,PROGRMG R ANALYTICS,6.23,4.32,4.41,4.36,4.05,4.32,4.32,4.82,4.23,4.14
2020,Summer,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,7.08,4.62,4.46,4.69,4.23,4.77,4.46,4.67,4.62,4.54
2020,Spring,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,6.97,4,3.88,4.12,3.59,4.37,3.94,3.75,3.72,3.87
2020,Spring,Heinz College,"SINGH, RITA",ritasing,HC,94876,CMPT FRNSC & AI,13.25,4.5,4,4.25,4.25,4.5,4.5,4.75,4.25,4.25
2020,Fall,Heinz College,"SMALLEY, RYAN",rsmalley,ISM,95775,IT BUSINESS LDRSHP,6.8,4.8,4.73,4.67,4.53,4.6,4.73,4.93,4.73,4.67
2020,Spring,Heinz College,"SMALLEY, RYAN",rsmalley,ISM,95812,INTR ITIL FRAMEWORK,4.5,4.56,4.67,4.72,4.67,4.67,4.67,4.89,4.67,4.61
2020,Spring,Heinz College,"SMITH, JEREMY",smithj,ISM,95703,DATABASE MANAGEMENT,10.74,3.68,3.84,4,3.74,3.53,3.63,4.33,3.65,3.67
2020,Fall,Heinz College,"SMITH, JEREMY",smithj,ISM,95813,INTERMED DATABSE MGT,10.18,4.64,4.82,4.82,4.45,4.82,4.82,4.82,4.64,4.55
2020,Spring,Heinz College,"SMITH, JEREMY",smithj,PROJECT,95720,INFO SYSTEMS PROJECT,21.5,3.25,2,3,3.25,3.5,1.75,2.75,2,2.5
2020,Spring,Heinz College,"SMITH, JESSICA",jesmith,PPP,90784,AFFDL HUSG  FINANCE,5,4.33,4,4,4.33,4.67,4,4.33,4,4.33
2020,Spring,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90723,FIN STATEMTS ANA CO,7.53,4.5,4.67,4.62,4.33,4.54,4.59,4.82,4.55,4.41
2020,Spring,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90744,NONPRFT STMTS & ANA,7.88,4.63,4.41,4.59,4.11,4.52,4.33,4.78,4.37,4.3
2020,Spring,Heinz College,"SMITH, MICHAEL",mds,ISM,95732,MKTG DIGITAL MEDIA,6.32,4.96,4.72,4.68,4.44,4.88,4.72,4.96,4.8,4.76
2020,Summer,Heinz College,"SMITH, MICHAEL",mds,PROJECT,95720,INFO SYSTEMS PROJECT,11,4,4,4,3.5,4,4,4.5,3.5,3.5
2020,Spring,Heinz College,"SOORIAMURTHI, RAJA",sraja,ISM,95885,DATA SCI & BIG DATA,10.04,4.78,4.78,4.77,4.73,4.77,4.81,4.89,4.78,4.52
2020,Spring,Heinz College,"SPOONER, DERRICK",dspooner,ISM,95737,NOSQL DATABASE MGT,11.47,4,4.29,4.35,4.12,4.12,3.94,4.47,3.82,3.82
2020,Spring,Heinz College,"SPOTTS, MICHAEL",mspotts,PROJECT,90739,SYSTMS SYNTHESIS I,8.75,4.5,4.25,4,4,4.5,4,4.75,3.75,4.25
2020,Fall,Heinz College,"STAFFORD, RICHARD",rstaff,PPP,90449,ELECT POL & POL-MKG,5,5,5,5,5,5,5,5,5,5
2020,Fall,Heinz College,"STAFFORD, RICHARD",rstaff,PPP,90754,ELECT POL & POL-MKG,6.13,4.88,4.75,4.75,4.31,5,4.56,4.94,4.75,4.69
2020,Spring,Heinz College,"STAFFORD, RICHARD",rstaff,PPP,90754,ELECT POL & POL-MKG,4.6,4.73,3.67,4.27,4.33,4.73,4.47,4.93,4.07,4
2020,Spring,Heinz College,"STEIER, DAVID",steier,HC,94881,MANAG ANA PRJTS,8,4.52,4.17,4.26,4.39,4.65,4.48,4.83,4.35,4.22
2020,Fall,Heinz College,"STEIER, DAVID",steier,HC,94881,MANAG ANA PRJTS,7.54,4.69,4.62,4.73,4.42,4.65,4.54,4.81,4.58,4.46
2020,Fall,Heinz College,"STEIER, DAVID",steier,ISM,95451,MAKING PRODCTS COUNT,10.25,4.5,3.5,4.25,3.75,4.25,3.5,5,4.25,4
2020,Spring,Heinz College,"STEIER, DAVID",steier,ISM,95851,MAKING PRODCTS COUNT,11.22,4.48,4.52,4.63,4.26,4.52,4.37,4.78,4.33,4.44
2020,Fall,Heinz College,"STEIER, DAVID",steier,ISM,95851,MAKING PRODCTS COUNT,11.03,4.52,4.52,4.52,4.27,4.58,4.42,4.76,4.48,4.42
2020,Spring,Heinz College,"STEIER, DAVID",steier,ISM,95891,INTRO TO AI,11.44,4.69,4.69,4.44,4.56,4.88,4.53,4.93,4.56,4.5
2020,Spring,Heinz College,"STEIER, DAVID",steier,PPP,90835,DES SMART HEALTH SYS,16.5,5,4.88,4.88,4.88,5,4.75,5,4.88,4.75
2020,Spring,Heinz College,"STEIER, DAVID",steier,PROJECT,95720,INFO SYSTEMS PROJECT,12.8,4.6,4.2,4.6,4.4,4.6,4.2,5,4.4,4.2
2020,Spring,Heinz College,"STEIN, KEVIN",kstein,PROJECT,93890,CPSTN MNGMNT PRJ II,2,5,5,5,5,5,5,5,5,1
2020,Spring,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90774,PUBLIC EXPEND ANALY,5,4,3,4,2,4,3,3,4,3
2020,Fall,Heinz College,"SYNNOTT, LAURA",synnott,HC,94413,PROJECT MANAGEMENT,8.6,4.8,5,5,5,4.8,4.8,5,4.6,4.8
2020,Fall,Heinz College,"SYNNOTT, LAURA",synnott,HC,94811,STRATEGY DEVELOPMENT,11.69,4.63,4.25,4.53,3.88,4.56,4.07,4.63,4.31,4.13
2020,Spring,Heinz College,"SYNNOTT, LAURA",synnott,HC,94813,PROJECT MANAGEMENT,8.32,4.71,4.72,4.77,4.68,4.88,4.78,4.9,4.85,4.76
2020,Fall,Heinz College,"SYNNOTT, LAURA",synnott,HC,94813,PROJECT MANAGEMENT,9.11,4.85,4.87,4.93,4.73,4.87,4.76,4.83,4.78,4.76
2020,Fall,Heinz College,"SYNNOTT, LAURA",synnott,PPP,90427,HEALTHCARE MNGEMNT,8,4.5,4.5,4.5,5,4.5,4.5,5,4.5,4.5
2020,Fall,Heinz College,"SYNNOTT, LAURA",synnott,PPP,90721,HEALTHCARE MNGEMNT,7.33,4.22,4.11,3.89,3.56,4.11,4,4.56,3.78,3.78
2020,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,11.77,4.74,4.86,4.77,4.8,4.6,4.6,4.69,4.69,4.54
2020,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95796,STATS FOR IT MANAGER,8,4.67,4.67,4.63,4.81,4.67,4.7,4.85,4.67,4.56
2020,Fall,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95796,STATS FOR IT MANAGER,9.91,4.77,4.89,4.8,4.69,4.74,4.77,4.91,4.86,4.77
2020,Summer,Heinz College,"TAN, WILLIAM",wooimint,ISM,95874,AGILE METHODS,5.75,4.25,4,4,3.75,4.25,4.25,4.75,3.75,4
2020,Spring,Heinz College,"TARNOFF, JOHN",jtarnoff,PROJECT,93890,CPSTN MNGMNT PRJ II,5,4,3,4,3,4,3,5,3,3
2020,Spring,Heinz College,"TARR, JOEL",jt03,PPP,90765,CITIES TECH ENVIRNMT,5.69,4.23,3.31,3.85,3.62,4.62,4.15,4.23,3.77,3.5
2020,Summer,Heinz College,"TAYLOR, DON",dt1w,ISM,95760,DCSN MKG UNCERTAINTY,14.56,4.06,4.13,4.13,4.25,4,4.07,4.6,4.13,4.2
2020,Summer,Heinz College,"TAYLOR, DON",dt1w,ISM,95868,EXPG VISUALZG DATA,15.43,4.86,5,5,4.57,4.86,4.71,5,4.71,4.86
2020,Spring,Heinz College,"TAYLOR, DON",dt1w,PROJECT,95720,INFO SYSTEMS PROJECT,15.5,4.5,5,5,5,5,4.5,4.5,4.5,4.5
2020,Spring,Heinz College,"TELANG, RAHUL",rtelang,ISM,95757,INFO SEC POL & MGT,8.33,4.33,4.22,4,3.33,4.11,4.22,4.44,3.89,3.89
2020,Fall,Heinz College,"TELANG, RAHUL",rtelang,ISM,95866,ADV BUSINESS ANALYTC,10.6,3.95,3.85,4.15,4,4.25,4.25,4.65,3.9,4
2020,Spring,Heinz College,"TELANG, RAHUL",rtelang,ISM,95866,ADV BUSINESS ANALYTC,8.4,3,2.47,2.73,2.4,3.13,2.67,3.53,2.53,2.87
